duration,packets_in,packets_out,bytes_in,bytes_out,avg_packet_size,packet_rate,byte_rate,label
112.0098,395,141,277868.25,50605.9,612.82,4.79,2932.55,0
124.8553,304,236,433619.13,176375.31,1129.62,4.33,4885.61,0
197.394,157,168,44862.92,86710.47,404.84,1.65,666.55,0
141.7076,280,63,194407.11,33019.06,663.05,2.42,1604.9,0
85.9326,228,216,140092.26,23829.92,369.19,5.17,1907.57,0
255.3844,365,208,367015.13,90669.09,798.75,2.24,1792.14,0
117.2052,212,170,275420.5,20996.48,775.96,3.26,2529.04,0
266.9139,54,302,17569.98,107610.47,351.63,1.33,468.99,0
161.0969,122,242,18737.53,141697.76,440.76,2.26,995.89,0
16.2258,174,122,259792.47,85117.47,1165.24,18.24,21256.93,0
38.8501,6244,87,579911.92,3775.82,92.2,162.96,15024.12,1
75.0722,437,405,384862.41,75014.48,546.17,11.22,6125.8,0
260.8707,330,266,92532.56,66194.37,266.32,2.28,608.45,0
128.8932,239,493,105764.59,182485.08,393.78,5.68,2236.34,0
26.3158,96,322,137249.33,242390.46,908.23,15.88,14426.33,0
125.3373,80,269,99498.44,62136.33,463.14,2.78,1289.6,0
11.9194,330,205,327482.37,36122.42,679.64,44.88,30505.41,0
179.7144,478,393,143920.68,73437.62,249.55,4.85,1209.47,0
121.4223,97,340,57070.68,185030.72,554.01,3.6,1993.88,0
45.907,185,165,198313.01,131069.32,941.09,7.62,7174.99,0
247.3928,41,413,30741.36,276950.6,677.74,1.84,1243.74,0
8.5687,223,94,161902.59,25614.49,591.54,37.0,21883.93,0
125.6108,315,32,55417.85,9768.02,187.86,2.76,518.95,0
67.6916,396,385,277659.44,222308.74,640.16,11.54,7385.97,0
7.2322,343,353,450402.84,59878.01,733.16,96.24,70556.71,0
291.7652,55,88,17581.86,34285.37,362.71,0.49,177.77,0
5.2257,7291,71,535273.15,4422.46,73.31,1408.82,103277.99,1
48.601,149,129,153335.17,82871.85,849.67,5.72,4860.13,0
5.1971,25570,77,3053951.33,8308.34,119.4,4934.82,589219.43,1
212.9037,454,456,549180.48,67531.96,677.71,4.27,2896.67,0
67.0001,279,238,192004.39,80463.35,527.02,7.72,4066.67,0
1.7236,1,0,42.07,28.28,70.35,0.58,40.82,1
236.0947,234,394,323722.74,71258.23,628.95,2.66,1672.98,0
1.6055,1,1,47.14,36.9,42.02,1.25,52.34,1
219.2225,33,293,39402.05,123596.95,500.0,1.49,743.53,0
27.7311,449,120,276364.96,68483.01,606.06,20.52,12435.44,0
20.2245,45153,21,2055431.05,990.75,45.52,2233.62,101679.58,1
28.5378,13098,43,1329888.13,4280.12,101.53,460.48,46750.89,1
51.024,439,31,249666.66,3871.83,539.44,9.21,4969.01,0
255.2122,260,433,239269.55,295407.58,771.54,2.72,2095.03,0
183.1554,473,349,142640.97,94346.72,288.31,4.49,1293.92,0
29.8717,430,47,560337.58,21854.55,1220.53,15.97,19489.73,0
252.9299,398,221,514386.04,131347.84,1043.19,2.45,2553.02,0
105.4181,62,339,15930.3,146939.06,406.16,3.8,1544.98,0
287.8837,34,109,24609.47,8381.07,230.7,0.5,114.6,0
241.1221,377,452,203672.96,82907.09,345.69,3.44,1188.53,0
36.8797,368,73,476928.9,43947.15,1181.12,11.96,14123.64,0
55.7529,18264,11,993669.44,461.44,54.4,327.79,17831.02,1
20.0738,348,172,64261.72,118064.41,350.63,25.9,9082.8,0
44.8517,160,5,200495.27,2855.13,1232.43,3.68,4533.84,0
213.9225,211,242,222736.52,165690.04,857.45,2.12,1815.74,0
35.3059,138,32,205938.75,19534.47,1326.31,4.82,6386.28,0
64.7489,215,246,200364.75,70290.44,587.1,7.12,4180.07,0
125.283,331,424,282881.27,303341.68,776.45,6.03,4679.19,0
131.8668,252,314,128440.13,45625.81,307.54,4.29,1320.01,0
254.1303,431,156,483469.46,45021.79,900.33,2.31,2079.61,0
119.7961,55,73,70547.59,50849.0,948.41,1.07,1013.36,0
194.3443,69,47,17369.22,3997.68,184.2,0.6,109.94,0
111.219,48,380,69651.56,114853.67,431.09,3.85,1658.94,0
152.7382,167,109,23477.86,35975.04,215.41,1.81,389.25,0
236.9716,128,22,121933.73,17182.19,927.44,0.63,587.06,0
49.2725,336,91,310207.03,49988.28,843.55,8.67,7310.28,0
178.0617,14,341,17083.41,200524.6,612.98,1.99,1222.09,0
19.3117,295,335,271252.2,130446.66,637.62,32.62,20800.82,0
48.1086,152,382,167636.15,217627.11,721.47,11.1,8008.2,0
269.5806,298,10,432266.22,1853.26,1409.48,1.14,1610.35,0
75.7728,369,64,179981.28,31019.05,487.3,5.71,2784.65,0
142.9822,438,19,597404.52,6270.0,1320.95,3.2,4222.02,0
10.0314,194,452,40120.23,37488.48,120.14,64.4,7736.59,0
239.6887,234,209,65464.58,125378.7,430.8,1.85,796.21,0
112.0767,88,45,73134.01,3907.18,579.26,1.19,687.4,0
119.0252,441,360,192613.7,191230.74,479.21,6.73,3224.9,0
121.4437,474,270,237624.12,139547.3,506.95,6.13,3105.73,0
141.303,179,331,183628.4,245386.13,841.2,3.61,3036.13,0
67.1569,34,189,39880.16,129206.11,758.23,3.32,2517.78,0
96.8074,235,491,300400.97,284684.23,805.9,7.5,6043.8,0
26.507,400,292,121567.15,182350.99,439.19,26.11,11465.56,0
256.9529,149,420,175597.04,305940.85,846.29,2.21,1874.03,0
51.0246,13017,60,1231195.16,6709.74,94.66,256.29,24260.94,1
1941.2564,818,484126,52099.52,714758512.1,1474.01,249.81,368220.61,1
1.7956,1,0,55.37,31.46,86.82,0.56,48.35,1
266.6906,476,500,476478.75,363142.5,860.27,3.66,3148.3,0
275.8618,69,213,51044.56,17205.11,242.02,1.02,247.41,0
162.6271,312,186,66497.05,61652.32,257.33,3.06,788.0,0
240.5665,397,127,470941.73,69460.28,1031.3,2.18,2246.37,0
285.8933,207,335,167241.07,251621.81,772.81,1.9,1465.1,0
223.269,408,391,467391.04,23639.08,614.56,3.58,2199.28,0
77.4654,466,150,499177.06,93393.67,961.97,7.95,7649.49,0
253.164,321,362,333395.56,101120.59,636.19,2.7,1716.34,0
90.6221,375,114,246493.88,24923.38,555.05,5.4,2995.04,0
279.8619,174,118,59831.44,79823.49,478.27,1.04,499.01,0
242.3418,461,98,83355.93,21107.03,186.87,2.31,431.06,0
241.8389,296,421,175756.45,134693.56,432.98,2.96,1283.71,0
170.2978,291,156,215882.91,50953.41,596.95,2.62,1566.88,0
138.5383,351,284,344439.38,149533.74,777.91,4.58,3565.61,0
75.6558,340,59,142716.13,9046.0,380.36,5.27,2005.95,0
210.5406,434,57,81079.62,21575.19,209.07,2.33,487.58,0
106.1558,225,174,271738.78,60566.43,832.85,3.76,3130.35,0
205.2102,285,417,32438.56,329046.84,514.94,3.42,1761.54,0
253.2421,291,80,356475.38,51394.48,1099.38,1.47,1610.59,0
30.4387,234,490,265357.69,35896.88,416.1,23.79,9897.1,0
200.403,437,103,641162.83,26003.58,1235.49,2.69,3329.12,0
202.0671,236,229,346919.56,129196.08,1023.9,2.3,2356.23,0
160.4596,40,178,26018.85,61720.96,402.48,1.36,546.8,0
45.8561,14719,49,1239035.54,5800.97,84.29,322.05,27146.61,1
246.969,417,59,276004.38,28743.84,640.23,1.93,1233.95,0
30.6519,46,461,36082.37,231715.96,528.2,16.54,8736.77,0
146.8914,130,150,54363.7,30204.89,302.03,1.91,575.72,0
47.2237,166,264,139794.02,111366.8,584.09,9.11,5318.53,0
28.4878,225,239,63278.2,89097.62,328.4,16.29,5348.81,0
155.4204,492,394,375228.6,283978.22,744.03,5.7,4241.44,0
276.97,68,125,24563.14,91857.43,603.22,0.7,420.34,0
59.3527,9760,40,939173.61,2774.58,96.12,165.11,15870.35,1
57.5708,282,431,133680.72,50652.9,258.53,12.38,3201.86,0
1.7196,294,334,52592.78,98369.18,240.39,365.19,87786.51,0
265.2958,88,360,65818.61,257495.63,721.68,1.69,1218.69,0
295.9911,387,144,292969.82,27695.39,603.89,1.79,1083.36,0
284.56,35,170,22304.84,96702.46,580.52,0.72,418.22,0
299.2768,56,157,52319.72,19780.13,338.5,0.71,240.91,0
239.3348,182,147,108407.34,51506.97,486.06,1.37,668.16,0
206.9191,339,130,152235.35,19359.27,365.87,2.27,829.28,0
228.3575,58,250,50177.42,76425.17,411.05,1.35,554.41,0
93.4872,232,386,267681.21,147992.63,672.61,6.61,4446.32,0
200.9113,159,452,185367.7,75902.24,427.61,3.04,1300.42,0
218.3459,355,396,364255.39,36211.91,533.25,3.44,1834.1,0
289.2733,285,78,390365.34,16251.91,1120.16,1.25,1405.65,0
213.7328,387,49,327478.24,28439.19,816.32,2.04,1665.25,0
50.0854,369,470,504379.04,365553.44,1036.87,16.75,17368.98,0
32.7161,154,191,73285.86,91512.82,477.68,10.55,5037.23,0
237.4154,116,341,50297.92,76556.97,277.58,1.92,534.32,0
147.0266,173,487,59524.73,332132.8,593.42,4.49,2663.86,0
102.0167,199,122,248398.57,68947.88,988.62,3.15,3110.73,0
111.5866,367,56,335269.29,21710.81,843.92,3.79,3199.13,0
206.3682,236,217,321418.13,137286.15,1012.59,2.2,2222.75,0
151.7407,137,432,42930.23,251288.34,517.08,3.75,1938.96,0
271.7822,210,308,99463.3,49937.56,288.42,1.91,549.71,0
1909.4747,938,109381,123786.96,126111499.91,1144.28,57.77,66109.95,1
149.6956,241,34,30620.56,16426.36,171.08,1.84,314.28,0
1.0344,1,1,58.77,6.75,32.76,1.93,63.34,1
111.8696,39,376,49107.05,209865.34,624.03,3.71,2314.95,0
239.4606,384,415,81833.32,102333.91,230.5,3.34,769.09,0
5.8282,373,22,438641.96,4234.99,1121.21,67.77,75988.75,0
126.8067,126,185,32447.26,30722.07,203.12,2.45,498.15,0
143.12,494,293,542120.01,65715.16,772.34,5.5,4247.03,0
293.7847,150,395,64116.21,59743.17,227.26,1.86,421.6,0
208.1322,264,429,167650.66,315743.15,697.54,3.33,2322.53,0
28.133,140,297,94295.45,44822.98,318.35,15.53,4945.03,0
23.8512,58,462,69921.99,296035.47,703.76,21.8,15343.35,0
55.3343,5571,15,563844.43,1063.93,101.13,100.95,10209.01,1
202.9977,274,108,357048.36,76754.26,1135.61,1.88,2136.98,0
137.7917,26,332,14657.7,77320.03,256.92,2.6,667.51,0
177.0998,241,98,151416.5,64099.54,635.74,1.91,1216.92,0
26.3991,200,408,51678.75,321034.42,613.02,23.03,14118.42,0
216.5376,117,60,67674.87,16455.08,475.31,0.82,388.52,0
273.3361,281,245,129165.19,165065.01,559.37,1.92,1076.44,0
0.6927,59,326,61964.34,36058.21,254.6,555.8,141509.11,0
3.637,234,230,229400.06,73968.26,653.81,127.58,83412.53,0
165.2774,326,128,450435.03,67463.42,1140.75,2.75,3133.51,0
279.9762,349,362,506848.13,199960.84,994.11,2.54,2524.53,0
92.6389,364,375,342400.49,270719.74,829.66,7.98,6618.39,0
57.5385,278,363,112372.03,240678.97,550.78,11.14,6135.91,0
23.8837,437,132,496300.23,53365.63,966.02,23.82,23014.26,0
250.8828,373,200,83844.33,58694.99,248.76,2.28,568.15,0
274.9462,196,24,97419.93,6882.05,474.1,0.8,379.35,0
1099.6529,617,324991,46405.04,374293738.16,1149.67,296.1,340416.65,1
181.5298,229,496,269784.32,235690.49,697.21,3.99,2784.53,0
290.2345,329,478,414701.72,208106.84,771.76,2.78,2145.88,0
284.273,397,326,448157.0,172969.43,859.1,2.54,2184.96,0
218.92,304,244,298150.92,182997.23,878.01,2.5,2197.83,0
31.6324,331,289,350381.76,153777.9,813.16,19.6,15938.07,0
90.7899,175,174,207738.26,38849.32,706.55,3.84,2716.02,0
254.7116,384,133,288728.46,74429.8,702.43,2.03,1425.76,0
181.7002,31,217,8399.29,124989.21,537.86,1.36,734.11,0
22.9306,486,273,513431.64,19178.01,701.73,33.1,23226.98,0
52.638,37337,58,1896587.18,2520.15,50.79,710.42,36078.67,1
53.9557,410,443,333796.07,174969.1,596.44,15.81,9429.31,0
182.2686,6,218,1734.22,98823.83,448.92,1.23,551.7,0
130.0317,74,430,14353.15,133997.55,294.35,3.88,1140.88,0
0.0427,1,0,59.13,37.65,96.78,23.4,2264.82,1
7.3134,295,248,87757.02,163662.44,463.02,74.25,34377.78,0
7.2676,283,389,219855.53,65875.64,425.2,92.46,39315.55,0
193.0017,43,127,37106.26,39715.78,451.89,0.88,398.04,0
48.5356,237,272,293174.18,182928.37,935.37,10.49,9809.35,0
99.2824,302,93,391659.51,12021.29,1021.98,3.98,4065.99,0
209.1763,136,273,203298.25,186697.44,953.53,1.96,1864.44,0
290.9568,491,490,409012.58,366248.45,790.28,3.37,2664.52,0
67.5809,324,99,402401.38,46251.37,1060.64,6.26,6638.75,0
244.8803,94,104,111987.26,43394.73,784.76,0.81,634.52,0
277.7004,113,262,65775.97,185876.79,671.07,1.35,906.2,0
85.493,238,369,49961.68,235477.22,470.25,7.1,3338.74,0
9.1173,27341,79,1933559.71,6612.47,70.76,3007.46,212800.59,1
219.6524,371,395,374466.04,214862.22,769.36,3.49,2683.0,0
61.4616,60,7,75080.73,4524.54,1188.14,1.09,1295.2,0
15.7357,432,294,142083.63,94931.32,326.47,46.14,15062.2,0
90.8034,454,372,531596.12,153088.71,828.92,9.1,7540.3,0
210.0515,112,406,107178.35,280855.85,749.1,2.47,1847.33,0
67.4291,203,209,167584.6,65680.24,566.18,6.11,3459.41,0
97.3974,402,235,136179.87,180169.51,496.62,6.54,3248.03,0
142.9037,472,200,113818.83,25167.7,206.83,4.7,972.59,0
23.7117,404,425,503640.48,229208.75,884.02,34.96,30906.69,0
240.2631,175,392,59227.03,41273.16,177.25,2.36,418.29,0
0.9664,1,1,47.67,20.67,34.17,2.07,70.72,1
161.1484,463,130,91829.55,64769.47,264.08,3.68,971.77,0
169.2406,483,488,468307.8,161489.18,648.61,5.74,3721.31,0
136.902,498,87,732480.74,13501.1,1275.18,4.27,5449.02,0
142.0789,386,484,434855.59,54668.92,562.67,6.12,3445.44,0
59.9832,250,393,215247.05,244921.65,715.66,10.72,7671.63,0
48.0363,318,94,34647.41,61911.54,234.37,8.58,2010.12,0
275.0094,407,157,538067.96,75558.16,1087.99,2.05,2231.29,0
211.8659,346,69,167239.35,6712.61,419.16,1.96,821.05,0
74.8229,389,479,582798.72,59980.03,740.53,11.6,8590.67,0
85.7372,141,291,58849.58,186475.8,567.88,5.04,2861.37,0
134.6796,374,347,325540.88,209981.26,742.75,5.35,3976.27,0
0.7438,1,1,52.85,40.11,46.48,2.69,124.98,1
74.6427,277,17,377319.04,11817.71,1323.59,3.94,5213.33,0
74.627,171,128,202575.69,88158.73,972.36,4.01,3895.83,0
230.0331,454,151,353899.27,90310.36,734.23,2.63,1931.07,0
174.8149,340,161,84913.14,89270.12,347.67,2.87,996.39,0
221.2351,473,178,167902.97,99925.91,411.41,2.94,1210.61,0
109.069,449,150,486213.32,16750.54,839.67,5.49,4611.43,0
297.7932,109,426,73997.07,302599.63,703.92,1.8,1264.62,0
53.3328,429,57,605851.94,10395.67,1268.0,9.11,11554.76,0
282.8968,398,264,366268.01,46607.85,623.68,2.34,1459.46,0
79.8725,238,494,172231.86,382356.0,757.63,9.16,6943.41,0
202.7731,490,362,705006.67,213278.98,1077.8,4.2,4528.64,0
1970.5763,893,207121,131971.05,299539428.59,1440.63,105.56,152072.97,1
9.0009,280,258,109326.63,158475.05,497.77,59.77,29752.83,0
2.8861,42622,73,2409288.7,4561.02,56.54,14793.43,836377.29,1
196.1325,58,452,20125.64,255627.48,540.69,2.6,1405.95,0
194.2657,45,74,27521.26,30634.37,488.7,0.61,299.36,0
208.0018,498,305,56651.16,101866.53,197.41,3.86,762.1,0
175.8553,207,333,162904.64,30253.75,357.7,3.07,1098.39,0
240.4241,310,190,238685.04,66573.95,610.52,2.08,1269.67,0
220.2616,352,390,345228.16,230792.57,776.31,3.37,2615.17,0
107.7627,412,367,392292.73,24049.18,534.46,7.23,3863.51,0
125.1099,432,431,333071.8,268154.78,696.67,6.9,4805.59,0
182.6271,22,308,12801.62,111209.92,375.79,1.81,679.04,0
243.8092,267,216,260533.23,106271.86,759.43,1.98,1504.48,0
268.6515,224,447,92538.47,207139.79,446.61,2.5,1115.49,0
208.6949,250,340,58910.7,201725.74,441.76,2.83,1248.89,0
176.5125,150,485,209302.16,361168.71,898.38,3.6,3231.9,0
162.8805,321,294,270529.91,147620.88,679.92,3.78,2567.22,0
104.543,136,88,192233.59,59636.7,1124.42,2.14,2409.25,0
254.3455,293,71,131597.99,10802.93,391.21,1.43,559.87,0
0.8006,1,0,48.69,57.5,106.19,1.25,132.64,1
188.2272,261,235,79124.43,14792.76,189.35,2.64,498.96,0
210.9897,129,116,167280.26,13111.68,736.29,1.16,854.98,0
227.7733,165,337,68345.58,171274.14,477.33,2.2,1052.01,0
167.456,94,193,11837.08,90642.41,357.07,1.71,611.98,0
296.2246,238,274,114410.02,179687.49,574.41,1.73,992.82,0
136.397,69,18,39180.93,1436.9,466.87,0.64,297.79,0
69.2178,312,203,392755.94,112975.08,982.0,7.44,7306.37,0
238.3995,338,60,99942.56,18769.33,298.27,1.67,497.95,0
35.3735,9852,19,621098.41,1609.13,63.08,279.05,17603.78,1
9.6677,377,147,207305.38,63762.07,517.3,54.2,28038.49,0
248.8772,363,466,513846.67,369944.28,1066.09,3.33,3551.11,0
82.5905,372,189,312462.47,58141.74,660.61,6.79,4487.25,0
13.1216,236,372,23898.52,92014.55,190.65,46.34,8833.77,0
160.3689,382,189,330082.21,95482.68,745.3,3.56,2653.66,0
177.5776,427,275,467820.35,45512.38,731.24,3.95,2890.75,0
21.9595,29801,53,3072376.51,3712.62,103.04,1359.5,140079.98,1
219.6843,49,355,11319.93,150781.35,401.24,1.84,737.88,0
249.0081,402,158,209868.8,15703.93,402.81,2.25,905.89,0
2318.6083,983,140697,98838.3,193336960.04,1365.3,61.11,83427.54,1
80.3205,458,316,192256.23,251907.45,573.85,9.64,5529.89,0
308.3064,616,67048,107712.73,85142081.76,1259.9,219.47,276509.94,1
169.6245,89,418,73466.57,101541.46,345.18,2.99,1031.74,0
2031.1942,944,101763,169957.99,142422094.95,1388.34,50.56,70201.09,1
282.5482,328,263,72947.59,21533.25,159.87,2.09,334.39,0
52.2825,421,389,99699.01,295411.31,487.79,15.49,7557.22,0
152.819,61,370,50062.23,142429.19,446.62,2.82,1259.6,0
233.3547,340,107,406187.17,27724.6,970.72,1.92,1859.45,0
367.5755,563,27136,80393.54,32931489.92,1191.81,75.36,89809.81,1
133.6459,258,37,79697.15,16503.66,326.1,2.21,719.82,0
166.6912,486,76,228333.71,47944.53,491.6,3.37,1657.43,0
1.8195,1,0,57.51,14.2,71.71,0.55,39.41,1
106.6837,224,316,255357.99,88442.89,636.67,5.06,3222.62,0
240.2955,465,290,216145.6,80306.34,392.65,3.14,1233.7,0
247.5411,80,283,47734.41,167488.82,592.9,1.47,869.44,0
108.0309,195,180,55028.95,141278.39,523.49,3.47,1817.14,0
230.0653,49,29,54586.22,2626.74,733.5,0.34,248.68,0
276.6379,277,414,142353.29,167595.09,448.55,2.5,1120.41,0
0.9801,483,343,624035.1,171640.92,963.29,842.77,811831.71,0
13.0857,473,200,552959.67,132284.03,1018.19,51.43,52366.01,0
166.4374,274,257,28558.01,39798.16,128.73,3.19,410.7,0
133.1025,471,68,408588.17,30870.33,815.32,4.05,3301.65,0
5.3759,121,272,117327.51,20348.9,350.32,73.1,25609.89,0
262.8475,411,99,477313.21,5969.92,947.61,1.94,1838.64,0
158.3711,278,304,387672.53,63606.9,775.39,3.67,2849.51,0
195.4082,484,493,712741.73,108562.44,840.64,5.0,4203.02,0
256.7439,497,427,302971.71,341542.53,697.53,3.6,2510.34,0
47.5426,154,109,64011.77,16663.11,306.75,5.53,1696.89,0
254.4006,227,323,219948.44,253703.1,861.18,2.16,1861.83,0
271.8685,136,242,164164.36,192620.51,943.88,1.39,1312.34,0
53.3734,34,18,24468.27,9331.5,650.0,0.97,633.27,0
17.8236,471,302,236016.94,51845.82,372.4,43.37,16150.66,0
151.0192,186,130,82053.47,61056.05,452.88,2.09,947.62,0
137.1097,11,48,5625.59,29054.35,587.8,0.43,252.94,0
228.7142,295,495,89101.45,301557.34,494.5,3.45,1708.06,0
56.1876,20517,14,2118348.22,606.6,103.21,365.4,37712.17,1
213.3987,394,472,492718.05,278284.53,890.3,4.06,3612.97,0
110.937,367,453,262283.33,215840.95,583.08,7.39,4309.87,0
193.1849,208,212,296975.27,134241.18,1026.71,2.17,2232.14,0
43.9811,493,54,399722.04,12846.79,754.24,12.44,9380.59,0
88.227,121,348,160993.7,101063.66,558.76,5.32,2970.26,0
176.0366,149,480,176668.03,330272.47,805.95,3.57,2879.75,0
236.9097,172,427,255924.25,272871.99,882.8,2.53,2232.06,0
236.788,422,66,520688.47,38324.08,1145.52,2.06,2360.81,0
168.3087,276,311,45003.96,36475.89,138.81,3.49,484.11,0
177.9801,438,444,276884.99,87950.65,413.65,4.96,2049.87,0
235.707,271,89,49917.4,14430.91,178.75,1.53,273.0,0
248.8885,104,420,134261.43,333181.1,892.07,2.11,1878.12,0
45.7269,361,48,83209.84,37789.96,295.84,8.94,2646.14,0
273.9557,451,316,547805.88,100703.59,845.51,2.8,2367.21,0
255.017,441,343,188114.83,142789.41,422.07,3.07,1297.58,0
106.2805,294,142,414230.47,18422.17,992.32,4.1,4070.86,0
275.2166,498,103,476893.18,51420.61,879.06,2.18,1919.63,0
105.6066,50,215,36792.11,127656.84,620.56,2.51,1557.18,0
113.2398,12,406,12031.72,225375.3,567.96,3.69,2096.5,0
116.3559,356,198,381274.65,21528.86,727.08,4.76,3461.82,0
75.5828,409,165,562686.57,49521.77,1066.57,7.59,8099.84,0
154.2162,439,500,250656.83,325040.96,613.1,6.09,3733.06,0
65.3349,69,226,40932.49,133531.03,591.4,4.52,2670.3,0
119.8442,288,460,64313.71,328590.76,525.27,6.24,3278.46,0
14.1776,89,287,79493.26,84676.54,436.62,26.52,11579.49,0
88.7141,331,376,155186.59,203764.32,507.71,7.97,4046.15,0
253.3403,466,306,506549.42,136987.36,833.6,3.05,2540.21,0
4.9042,344,210,40485.68,80342.67,218.1,112.96,24637.54,0
52.6997,40168,95,1968156.97,6800.52,49.05,764.01,37475.67,1
78.8228,106,85,137984.25,54021.48,1005.27,2.42,2435.92,0
103.7239,299,16,254707.62,8591.27,835.87,3.04,2538.46,0
63.0001,481,356,53797.66,157085.48,251.95,13.29,3347.35,0
43.0355,338,164,158650.03,98476.87,512.2,11.66,5974.76,0
186.0368,235,139,210676.09,23553.4,626.28,2.01,1259.05,0
41.5489,223,268,73108.33,208561.39,573.67,11.82,6779.23,0
226.0753,273,361,81124.88,228189.91,487.88,2.8,1368.19,0
183.5317,126,400,133956.68,225415.13,683.22,2.87,1958.09,0
1.7642,1,1,51.43,39.16,45.29,1.13,51.35,1
151.3566,144,172,117729.02,87039.26,648.0,2.09,1352.89,0
46.2504,110,453,116445.38,124101.64,427.26,12.17,5200.97,0
56.1131,349,308,380427.06,80488.22,701.55,11.71,8214.04,0
49.7679,368,297,188669.75,115399.09,457.25,13.36,6109.74,0
252.9662,113,26,83795.32,12280.72,691.19,0.55,379.8,0
140.1989,355,204,374706.15,50529.76,760.71,3.99,3033.09,0
225.2555,134,393,117966.65,47396.07,313.78,2.34,734.11,0
102.4851,147,422,38517.04,67078.9,185.58,5.55,1030.35,0
110.1899,337,394,104636.82,158572.81,360.07,6.63,2388.69,0
33.08,269,436,338838.9,92000.31,611.12,21.31,13024.16,0
8.809,399,489,515638.7,88452.31,680.28,100.81,68576.53,0
295.3582,331,284,124622.82,200893.19,529.29,2.08,1102.11,0
3.513,10584,45,765064.2,4063.37,72.36,3025.58,218934.47,1
163.053,69,112,100212.55,56941.67,868.26,1.11,963.82,0
269.9208,15,312,8395.4,217245.75,690.03,1.21,835.95,0
271.0734,238,62,206834.2,30367.11,790.67,1.11,875.04,0
207.2648,78,73,65187.58,47344.79,745.25,0.73,542.94,0
21.6475,215,42,148550.22,8513.24,611.14,11.87,7255.49,0
1.6813,28078,54,2975971.53,5796.43,105.99,16732.66,1773528.46,1
144.7983,345,371,327961.02,135762.51,647.66,4.94,3202.55,0
87.5117,68,158,27357.37,125343.02,675.67,2.58,1744.91,0
251.987,157,464,132681.71,112976.47,395.58,2.46,974.88,0
1869.3652,432,50258,65050.14,54213300.66,1070.79,27.12,29035.71,1
79.2358,280,117,363819.6,34573.73,1003.51,5.01,5027.95,0
288.9793,443,153,559096.4,44258.88,1012.34,2.06,2087.88,0
131.1731,297,128,125568.95,43483.01,397.77,3.24,1288.77,0
22.3005,5172,26,358933.4,2285.0,69.49,233.09,16197.77,1
285.0296,436,121,99532.32,96742.68,352.38,1.95,688.61,0
267.7986,206,73,284395.2,10394.65,1056.59,1.04,1100.79,0
55.0295,457,65,638918.57,49107.38,1318.06,9.49,12502.85,0
250.2025,152,395,179224.92,183467.04,663.06,2.19,1449.59,0
88.6115,486,40,78762.95,28371.66,203.68,5.94,1209.04,0
1.0891,1,1,45.5,57.37,51.44,1.84,94.46,1
144.9891,113,70,29023.99,24576.95,292.9,1.26,369.69,0
202.9571,355,452,193056.98,47833.2,298.5,3.98,1186.9,0
37.7159,277,348,63945.83,149897.74,342.15,16.57,5669.85,0
87.499,30,237,16341.03,22812.65,146.64,3.05,447.48,0
98.8479,101,146,12678.87,33535.86,187.1,2.5,467.53,0
183.2534,372,301,432928.31,151011.06,867.67,3.67,3186.51,0
35.125,179,8,21881.04,623.64,120.35,5.32,640.7,0
218.375,78,251,26636.33,41328.94,206.58,1.51,311.23,0
287.4661,369,177,438265.6,57481.15,907.96,1.9,1724.54,0
51.6386,32,276,26032.6,144332.57,553.13,5.96,3299.18,0
283.0739,414,296,349854.1,164443.28,724.36,2.51,1816.83,0
209.0727,77,342,16335.62,134986.27,361.15,2.0,723.78,0
83.204,33,32,22362.45,15940.76,589.28,0.78,460.35,0
242.2852,289,271,404098.32,112452.06,922.41,2.31,2131.99,0
160.4445,394,5,438122.38,1651.68,1102.19,2.49,2740.97,0
74.4859,150,106,113965.67,60247.92,680.52,3.44,2338.88,0
267.7569,180,201,240595.86,52881.28,770.28,1.42,1096.06,0
32.4405,224,126,293688.96,24748.69,909.82,10.79,9816.05,0
253.182,74,224,44118.32,35368.18,266.73,1.18,313.95,0
191.3208,150,168,199932.17,59690.94,816.42,1.66,1357.0,0
95.5478,471,163,565661.2,95429.27,1042.73,6.64,6918.95,0
121.8852,170,256,123746.3,71894.88,459.25,3.5,1605.13,0
112.8263,439,378,635118.63,29452.51,813.43,7.24,5890.22,0
164.5672,171,261,141527.85,19026.05,371.65,2.63,975.61,0
58.4784,44,335,29806.31,116435.86,385.86,6.48,2500.79,0
152.0252,241,353,97690.27,36330.89,225.62,3.91,881.57,0
42.4854,72,382,61524.4,29783.97,201.12,10.69,2149.17,0
161.5442,217,152,109114.5,35118.43,390.88,2.28,892.84,0
232.9797,127,78,38249.61,28578.29,325.99,0.88,286.84,0
193.1345,76,257,12960.67,165181.35,534.96,1.72,922.37,0
141.4987,162,419,195083.75,219428.45,713.45,4.11,2929.44,0
268.4683,456,242,483085.1,68750.56,790.6,2.6,2055.5,0
15.9757,19,404,23147.4,124143.97,348.21,26.48,9219.73,0
78.0465,30,147,36619.52,19450.85,316.78,2.27,718.42,0
240.7861,353,359,471932.48,55005.38,740.08,2.96,2188.41,0
224.7786,20,423,11177.62,63364.51,168.27,1.97,331.62,0
158.882,93,486,109374.26,369702.1,827.42,3.64,3015.3,0
73.2902,386,335,489578.72,160472.53,901.6,9.84,8869.55,0
200.8046,16,340,5305.51,168139.0,487.2,1.77,863.75,0
1.5773,1,1,41.83,8.33,25.08,1.27,31.8,1
115.3468,164,96,227135.57,32284.94,997.77,2.25,2249.05,0
